Geographic_ area,Indicator,Sex,Time period,Observation Value,Unit of measure of deaths,,,Lower Bound,Upper Bound
 Nigeria,CME_MRY5T24: Mortality rate age 5-24, Total,2011,46.24063571,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,12456,25975
 Nigeria,CME_MRY5T9: Mortality rate age 5-9, Total,2011,16.05651269,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,11984,26805
 Nigeria,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2011,0.295260386,PCNT: %,,,11398,28250
 Nigeria,CME_SB: Stillbirths, Total,2011,170712,STILLBIRTHS: Number of stillbirths,,,10690,29801
 Nigeria,CME_SBR: Stillbirth rate, Total,2011,24.08755803,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,28793,47762
 Nigeria,CME_TMM0: Neonatal deaths, Total,2011,260629,D: Number of deaths,,,28435,47602
 Nigeria,CME_TMM1T11: Deaths age 1-11 months, Total,2011,298988,D: Number of deaths,,,28034,47690
 Nigeria,CME_TMM1T59: Deaths age 1-59 months, Total,2011,622080,D: Number of deaths,,,27602,48332
 Nigeria,CME_TMY0: Infant deaths, Total,2011,559617,D: Number of deaths,,,27083,49014
 Nigeria,CME_TMY0T4: Under-five deaths, Total,2011,882709,D: Number of deaths,,,26259,49955
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14, Total,2011,32700,D: Number of deaths,,,25300,51192
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19, Total,2011,65298,D: Number of deaths,,,23948,52498
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19, Total,2011,32598,D: Number of deaths,,,22579,54169
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24, Total,2011,69970,D: Number of deaths,,,21210,56320
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2011,323092,D: Number of deaths,,,45761,58110
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24, Total,2011,37372,D: Number of deaths,,,45968,58912
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14), Total,2011,110760,D: Number of deaths,,,46140,59680
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24, Total,2011,180730,D: Number of deaths,,,46372,60558
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9, Total,2011,78060,D: Number of deaths,,,46491,61518
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART, Total,2011,14000,NUMBER: Number,,,46522,62555
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART, Total,2011,11.3,PCNT: %,,,46505,63647
 Nigeria,HVA_PMTCT_ARV_NUM: Reported number of pregnant woment living with HIV receiving anitretroviral treatments (ARVs) for prevention of mother to child transmission programmes (PMTCT), Total,2011,32300,NUMBER: Number,,,46332,64850
 Nigeria,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis), Total,2011,57,PCNT: %,,,46095,65990
 Nigeria,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine, Total,2011,56,PCNT: %,,,45741,67128
 Nigeria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine, Total,2011,48,PCNT: %,,,49893,63172
 Nigeria,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine, Total,2011,45,PCNT: %,,,50108,63946
 Nigeria,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth, Total,2011,29,PCNT: %,,,50265,64815
 Nigeria,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine, Total,2011,49,PCNT: %,,,50452,65763
 Nigeria,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine, Total,2011,48,PCNT: %,,,50528,66967
 Nigeria,IM_YFV: Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule), Total,2011,38,PCNT: %,,,50695,68250
Zimbabwe,CME_MRM0: Neonatal mortality rate, Total,2011,31.08777588,"D_PER_1000_B: Deaths per 1,000 live births",,,50827,69858
Zimbabwe,CME_MRM1T11: Mortality rate age 1-11 months, Total,2011,20.62094225,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,50929,71402
Zimbabwe,CME_MRM1T59: Mortality rate 1-59 months, Total,2011,50.4678611,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,50958,73165
Zimbabwe,CME_MRY0: Infant mortality rate, Total,2011,51.0676589,"D_PER_1000_B: Deaths per 1,000 live births",,,50799,74908
Zimbabwe,CME_MRY0T4: Under-five mortality rate, Total,2011,79.98670342,"D_PER_1000_B: Deaths per 1,000 live births",,,96093,120519
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14, Total,2011,7.519348401,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,96630,122024
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19, Total,2011,17.64382445,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,97024,123793
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19, Total,2011,10.20118229,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,97371,125645
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24, Total,2011,28.44920699,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,97680,127666
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2011,30.47534926,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,97896,130109
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24, Total,2011,18.43609466,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,98061,132635
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2011,14.91960036,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,98027,135336
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24, Total,2011,42.94435654,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,97754,138318
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9, Total,2011,7.456318613,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,97396,141297
Zimbabwe,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2011,0.404344573,PCNT: %,,,81181,96929
Zimbabwe,CME_SB: Stillbirths, Total,2011,11812,STILLBIRTHS: Number of stillbirths,,,81063,97203
Zimbabwe,CME_SBR: Stillbirth rate, Total,2011,23.6705575,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,80830,97720
Zimbabwe,CME_TMM0: Neonatal deaths, Total,2011,15133,D: Number of deaths,,,80257,97805
Zimbabwe,CME_TMM1T11: Deaths age 1-11 months, Total,2011,9313,D: Number of deaths,,,79698,98126
Zimbabwe,CME_TMM1T59: Deaths age 1-59 months, Total,2011,22293,D: Number of deaths,,,79495,99273
Zimbabwe,CME_TMY0: Infant deaths, Total,2011,24446,D: Number of deaths,,,79191,100408
Zimbabwe,CME_TMY0T4: Under-five deaths, Total,2011,37426,D: Number of deaths,,,78565,101624
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14, Total,2011,2583,D: Number of deaths,,,78114,102985
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19, Total,2011,5451,D: Number of deaths,,,77269,104362
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19, Total,2011,2868,D: Number of deaths,,,81868,97620
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24, Total,2011,7490,D: Number of deaths,,,82260,98584
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2011,12980,D: Number of deaths,,,82789,99855
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24, Total,2011,4622,D: Number of deaths,,,83672,102202
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14), Total,2011,5371,D: Number of deaths,,,84776,104413
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24, Total,2011,12861,D: Number of deaths,,,85421,106497
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9, Total,2011,2788,D: Number of deaths,,,85953,108835
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART, Total,2011,20000,NUMBER: Number,,,86514,111312
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART, Total,2011,20,PCNT: %,,,86590,114099
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years), Total,2011,13000,NUMBER: Number,,,86944,116900
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years), Total,2011,3100,NUMBER: Number,,,164010,193276
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)", Total,2011,105.54,"RATE_100000: Rate per 100,000 of Population",,,164383,194636
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)", Total,2011,219.42,"RATE_100000: Rate per 100,000 of Population",,,164853,196476
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)", Total,2011,112.46,"RATE_100000: Rate per 100,000 of Population",,,165294,198654
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years), Total,2011,23000,NUMBER: Number,,,165713,201271
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years), Total,2011,22000,NUMBER: Number,,,166110,204499
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)", Total,2011,6,"RATE_1000: Rate per 1,000 of Population",,,166235,207793
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)", Total,2011,7.54,"RATE_1000: Rate per 1,000 of Population",,,166000,211520
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV, Total,2011,220000,NUMBER: Number,,,165935,215459
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV, Total,2011,180000,NUMBER: Number,,,165338,219619
Zimbabwe,HVA_PED_ART_CVG: Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART), Total,2011,25.2,PCNT: %,,,32362,41116
Zimbabwe,HVA_PED_ART_NUM: Reported number of children (aged 0-14 years) receiving antiretroviral treatment (ART), Total,2011,40000,NUMBER: Number,,,32530,41702
Zimbabwe,HVA_PED_EID_CVG: Per cent of infants born to pregnant women living with HIV who received a virological test for HIV within 2 months of birth, Total,2011,18,PCNT: %,,,32622,42283
Zimbabwe,HVA_PED_EID_NUM: Reported number of infants born to pregnant women living with HIV who received a virological test for HIV within 2 months of birth, Total,2011,13400,NUMBER: Number,,,32693,42886
Zimbabwe,HVA_PED_LOST: Estimated number of children (aged 0-17 years) who have lost one or both parents due to all causes, Total,2011,1240000,NUMBER: Number,,,32774,43468
Zimbabwe,HVA_PED_LOST_AIDS: Estimated number of children (aged 0-17 years) who have lost one or both parents due to AIDS, Total,2011,1000000,NUMBER: Number,,,32771,43974
Zimbabwe,HVA_PMTCT_ART_CVG: Per cent of pregnant women living with HIV receiving lifelong ART, Total,2011,48.3,PCNT: %,,,32675,44476
Zimbabwe,HVA_PMTCT_ART_NUM: Reported number of pregnant women living with HIV receiving lifelong antiretroviral treatment (ART), Total,2011,35900,NUMBER: Number,,,32542,44967
Zimbabwe,HVA_PMTCT_ARV_CVG: Per cent of pregnant women living with HIV receiving effective ARVs for PMTCT (excludes single-dose nevirapine), Total,2011,48.3,PCNT: %,,,32321,45396
Zimbabwe,HVA_PMTCT_ARV_NUM: Reported number of pregnant woment living with HIV receiving anitretroviral treatments (ARVs) for prevention of mother to child transmission programmes (PMTCT), Total,2011,35900,NUMBER: Number,,,32045,45718
Zimbabwe,HVA_PMTCT_MTCT: Mother-to-child HIV transmission rate, Total,2011,19.95,RATE_100: Rate per 100 of Population,,,35283,44694
Zimbabwe,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis), Total,2011,98,PCNT: %,,,35381,45301
Zimbabwe,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine, Total,2011,99,PCNT: %,,,35456,45750
Zimbabwe,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine, Total,2011,93,PCNT: %,,,35449,46288
Zimbabwe,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine, Total,2011,94,PCNT: %,,,35309,46765
Zimbabwe,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine, Total,2011,94,PCNT: %,,,35411,47394
Zimbabwe,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine, Total,2011,92,PCNT: %,,,35511,48066
Zimbabwe,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine, Total,2011,93,PCNT: %,,,35492,48794
 Nigeria,CME_MRY0: Infant mortality rate,Female,2011,75.23151959,"D_PER_1000_B: Deaths per 1,000 live births",,,35495,49472
 Nigeria,CME_MRY0T4: Under-five mortality rate,Female,2011,125.3814799,"D_PER_1000_B: Deaths per 1,000 live births",,,35392,50121
 Nigeria,CME_MRY10T14: Mortality rate age 10-14,Female,2011,7.927956822,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,68254,85153
 Nigeria,CME_MRY10T19: Mortality rate age 10-19,Female,2011,17.65600414,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,68547,86397
 Nigeria,CME_MRY15T19: Mortality rate age 15-19,Female,2011,9.805787174,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,68744,87403
 Nigeria,CME_MRY15T24: Mortality rate age 15-24,Female,2011,23.19616554,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,68873,88352
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),Female,2011,54.22727169,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,68799,89391
 Nigeria,CME_MRY20T24: Mortality rate age 20-24,Female,2011,13.52298185,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,68914,90471
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2011,23.46036027,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,69014,91587
 Nigeria,CME_MRY5T24: Mortality rate age 5-24,Female,2011,46.11233542,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,68989,92729
 Nigeria,CME_MRY5T9: Mortality rate age 5-9,Female,2011,15.65652773,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,68794,93738
 Nigeria,CME_TMY0: Infant deaths,Female,2011,249722,D: Number of deaths,,,68299,94616
 Nigeria,CME_TMY0T4: Under-five deaths,Female,2011,408407,D: Number of deaths,,,,
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14,Female,2011,15522,D: Number of deaths,,,,
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19,Female,2011,31765,D: Number of deaths,,,,
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19,Female,2011,16243,D: Number of deaths,,,,
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24,Female,2011,35335,D: Number of deaths,,,,
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years),Female,2011,158685,D: Number of deaths,,,,
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24,Female,2011,19092,D: Number of deaths,,,,
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14),Female,2011,53040,D: Number of deaths,,,,
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24,Female,2011,88375,D: Number of deaths,,,,
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9,Female,2011,37518,D: Number of deaths,,,,
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Female,2011,8300,NUMBER: Number,,,,
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Female,2011,10.9,PCNT: %,,,,
Zimbabwe,CME_MRY0: Infant mortality rate,Female,2011,45.7464301,"D_PER_1000_B: Deaths per 1,000 live births",,,,
Zimbabwe,CME_MRY0T4: Under-five mortality rate,Female,2011,74.17680326,"D_PER_1000_B: Deaths per 1,000 live births",,,,
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14,Female,2011,7.649214177,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,,
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19,Female,2011,17.25136655,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,,
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19,Female,2011,9.676167455,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,,
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24,Female,2011,28.67051673,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,,
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Female,2011,29.80851354,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,,
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Female,2011,19.17993756,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,,
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2011,14.79486907,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,,
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Female,2011,43.04120925,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,,
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Female,2011,7.200734853,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,,
Zimbabwe,CME_TMY0: Infant deaths,Female,2011,10866,D: Number of deaths,,,,
Zimbabwe,CME_TMY0T4: Under-five deaths,Female,2011,17183,D: Number of deaths,,,,
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Female,2011,1338,D: Number of deaths,,,,
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Female,2011,2756,D: Number of deaths,,,,
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Female,2011,1418,D: Number of deaths,,,,
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Female,2011,4089,D: Number of deaths,,,,
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Female,2011,6317,D: Number of deaths,,,,
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Female,2011,2671,D: Number of deaths,,,,
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Female,2011,2703,D: Number of deaths,,,,
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Female,2011,6792,D: Number of deaths,,,,
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Female,2011,1365,D: Number of deaths,,,,
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Female,2011,12000,NUMBER: Number,,,,
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Female,2011,20.3,PCNT: %,,,,
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Female,2011,6400,NUMBER: Number,,,,
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Female,2011,1800,NUMBER: Number,,,,
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Female,2011,101.55,"RATE_100000: Rate per 100,000 of Population",,,,
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Female,2011,218.33,"RATE_100000: Rate per 100,000 of Population",,,,
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Female,2011,110.43,"RATE_100000: Rate per 100,000 of Population",,,6.7,16.5
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Female,2011,14000,NUMBER: Number,,,7.9,18.9
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Female,2011,16000,NUMBER: Number,,,10.3,24.3
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2011,10.09,"RATE_1000: Rate per 1,000 of Population",,,13.7,31.2
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Female,2011,7.5,"RATE_1000: Rate per 1,000 of Population",,,15.3,34.3
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Female,2011,120000,NUMBER: Number,,,16.4,36.2
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Female,2011,120000,NUMBER: Number,,,18.8,41.1
Zimbabwe,"HVA_PREV_KNOW: Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Female,2011,53.299999,PCNT: %,,,20.6,45
Zimbabwe,HVA_PREV_KNOW_TEST: Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Female,2011,85,PCNT: %,,,8.7,14.9
